Place,Population,Per Capita Income,Poverty Count,Poverty Rate,County,State
"Hancock County, West Virginia",29383,26435,26435,0.9,Hancock County,West Virginia
"Hardy County, West Virginia",13805,27004,27004,1.96,Hardy County,West Virginia
"Harrison County, West Virginia",67908,28879,28879,0.43,Harrison County,West Virginia
"Jackson County, West Virginia",28907,25341,25341,0.88,Jackson County,West Virginia
"Jefferson County, West Virginia",56506,36305,36305,0.64,Jefferson County,West Virginia
"Kanawha County, West Virginia",183279,29253,29253,0.16,Kanawha County,West Virginia
"Lewis County, West Virginia",16166,23820,23820,1.47,Lewis County,West Virginia
"Lincoln County, West Virginia",20850,21456,21456,1.03,Lincoln County,West Virginia
"Logan County, West Virginia",33154,21936,21936,0.66,Logan County,West Virginia
"McDowell County, West Virginia",18661,15047,15047,0.81,McDowell County,West Virginia
"Marion County, West Virginia",56355,26380,26380,0.47,Marion County,West Virginia
"Marshall County, West Virginia",31308,26472,26472,0.85,Marshall County,West Virginia
"Mason County, West Virginia",26820,24844,24844,0.93,Mason County,West Virginia
"Mercer County, West Virginia",59919,22212,22212,0.37,Mercer County,West Virginia
"Mineral County, West Virginia",27167,25490,25490,0.94,Mineral County,West Virginia
"Mingo County, West Virginia",24290,20060,20060,0.83,Mingo County,West Virginia
"Monongalia County, West Virginia",105474,32154,32154,0.3,Monongalia County,West Virginia
"Monroe County, West Virginia",13401,23923,23923,1.79,Monroe County,West Virginia
"Morgan County, West Virginia",17709,28127,28127,1.59,Morgan County,West Virginia
"Nicholas County, West Virginia",25078,22335,22335,0.89,Nicholas County,West Virginia
"Ohio County, West Virginia",42143,32429,32429,0.77,Ohio County,West Virginia
"Pendleton County, West Virginia",7001,25059,25059,3.58,Pendleton County,West Virginia
"Pleasants County, West Virginia",7482,29974,29974,4.01,Pleasants County,West Virginia
"Pocahontas County, West Virginia",8450,25201,25201,2.98,Pocahontas County,West Virginia
"Preston County, West Virginia",33683,24890,24890,0.74,Preston County,West Virginia
"Putnam County, West Virginia",56610,31587,31587,0.56,Putnam County,West Virginia
"Raleigh County, West Virginia",75252,25026,25026,0.33,Raleigh County,West Virginia
"Randolph County, West Virginia",28930,24842,24842,0.86,Randolph County,West Virginia
"Ritchie County, West Virginia",9844,25606,25606,2.6,Ritchie County,West Virginia
"Roane County, West Virginia",14020,21711,21711,1.55,Roane County,West Virginia
"Summers County, West Virginia",12848,21437,21437,1.67,Summers County,West Virginia
"Taylor County, West Virginia",16864,25214,25214,1.5,Taylor County,West Virginia
"Tucker County, West Virginia",6982,25686,25686,3.68,Tucker County,West Virginia
"Tyler County, West Virginia",8811,24924,24924,2.83,Tyler County,West Virginia
"Upshur County, West Virginia",24502,24070,24070,0.98,Upshur County,West Virginia
"Wayne County, West Virginia",40303,21553,21553,0.53,Wayne County,West Virginia
"Webster County, West Virginia",8386,22054,22054,2.63,Webster County,West Virginia
"Wetzel County, West Virginia",15436,22546,22546,1.46,Wetzel County,West Virginia
"Wirt County, West Virginia",5798,23568,23568,4.06,Wirt County,West Virginia
"Wood County, West Virginia",84960,27725,27725,0.33,Wood County,West Virginia
"Wyoming County, West Virginia",21281,22703,22703,1.07,Wyoming County,West Virginia
"Adams County, Wisconsin",20094,27241,27241,1.36,Adams County,Wisconsin
"Ashland County, Wisconsin",15617,23946,23946,1.53,Ashland County,Wisconsin
"Barron County, Wisconsin",45229,29681,29681,0.66,Barron County,Wisconsin
"Bayfield County, Wisconsin",14993,31825,31825,2.12,Bayfield County,Wisconsin
"Brown County, Wisconsin",261368,32874,32874,0.13,Brown County,Wisconsin
"Buffalo County, Wisconsin",13126,30503,30503,2.32,Buffalo County,Wisconsin
"Burnett County, Wisconsin",15289,30342,30342,1.98,Burnett County,Wisconsin
"Calumet County, Wisconsin",49928,35527,35527,0.71,Calumet County,Wisconsin
"Chippewa County, Wisconsin",63892,29991,29991,0.47,Chippewa County,Wisconsin
"Clark County, Wisconsin",34579,25382,25382,0.73,Clark County,Wisconsin
"Columbia County, Wisconsin",57133,34984,34984,0.61,Columbia County,Wisconsin
"Crawford County, Wisconsin",16235,27615,27615,1.7,Crawford County,Wisconsin
"Dane County, Wisconsin",536078,40614,40614,0.08,Dane County,Wisconsin
"Dodge County, Wisconsin",87715,29726,29726,0.34,Dodge County,Wisconsin
"Door County, Wisconsin",27472,38744,38744,1.41,Door County,Wisconsin
"Douglas County, Wisconsin",43295,30153,30153,0.7,Douglas County,Wisconsin
"Dunn County, Wisconsin",44759,28034,28034,0.63,Dunn County,Wisconsin
"Eau Claire County, Wisconsin",103514,30983,30983,0.3,Eau Claire County,Wisconsin
"Florence County, Wisconsin",4314,32348,32348,7.5,Florence County,Wisconsin
"Fond du Lac County, Wisconsin",102597,31653,31653,0.31,Fond du Lac County,Wisconsin
"Forest County, Wisconsin",8995,25700,25700,2.86,Forest County,Wisconsin
"Grant County, Wisconsin",51733,25892,25892,0.5,Grant County,Wisconsin
"Green County, Wisconsin",36896,33459,33459,0.91,Green County,Wisconsin
"Green Lake County, Wisconsin",18755,29207,29207,1.56,Green Lake County,Wisconsin
"Iowa County, Wisconsin",23618,34114,34114,1.44,Iowa County,Wisconsin
"Iron County, Wisconsin",5687,28857,28857,5.07,Iron County,Wisconsin
"Jackson County, Wisconsin",20522,26481,26481,1.29,Jackson County,Wisconsin
"Jefferson County, Wisconsin",84701,31992,31992,0.38,Jefferson County,Wisconsin
"Juneau County, Wisconsin",26478,27889,27889,1.05,Juneau County,Wisconsin
"Kenosha County, Wisconsin",168524,32298,32298,0.19,Kenosha County,Wisconsin
"Kewaunee County, Wisconsin",20387,30921,30921,1.52,Kewaunee County,Wisconsin
"La Crosse County, Wisconsin",117894,32565,32565,0.28,La Crosse County,Wisconsin
"Lafayette County, Wisconsin",16715,28448,28448,1.7,Lafayette County,Wisconsin
"Langlade County, Wisconsin",19146,27618,27618,1.44,Langlade County,Wisconsin
"Lincoln County, Wisconsin",27744,30972,30972,1.12,Lincoln County,Wisconsin
"Manitowoc County, Wisconsin",79185,30130,30130,0.38,Manitowoc County,Wisconsin
"Marathon County, Wisconsin",135396,33189,33189,0.25,Marathon County,Wisconsin
"Marinette County, Wisconsin",40391,28282,28282,0.7,Marinette County,Wisconsin
"Marquette County, Wisconsin",15304,27922,27922,1.82,Marquette County,Wisconsin
"Menominee County, Wisconsin",4558,20313,20313,4.46,Menominee County,Wisconsin
"Milwaukee County, Wisconsin",951226,29270,29270,0.03,Milwaukee County,Wisconsin
"Monroe County, Wisconsin",45771,29242,29242,0.64,Monroe County,Wisconsin
"Oconto County, Wisconsin",37646,30927,30927,0.82,Oconto County,Wisconsin
"Oneida County, Wisconsin",35381,34910,34910,0.99,Oneida County,Wisconsin
"Outagamie County, Wisconsin",185700,33221,33221,0.18,Outagamie County,Wisconsin
"Ozaukee County, Wisconsin",88597,49030,49030,0.55,Ozaukee County,Wisconsin
"Pepin County, Wisconsin",7265,30827,30827,4.24,Pepin County,Wisconsin
"Pierce County, Wisconsin",41977,33061,33061,0.79,Pierce County,Wisconsin
"Polk County, Wisconsin",43438,30859,30859,0.71,Polk County,Wisconsin
"Portage County, Wisconsin",70632,31453,31453,0.45,Portage County,Wisconsin
"Price County, Wisconsin",13416,28882,28882,2.15,Price County,Wisconsin
"Racine County, Wisconsin",195602,31572,31572,0.16,Racine County,Wisconsin
"Richland County, Wisconsin",17459,27597,27597,1.58,Richland County,Wisconsin
"Rock County, Wisconsin",162152,28945,28945,0.18,Rock County,Wisconsin
"Rusk County, Wisconsin",14132,25854,25854,1.83,Rusk County,Wisconsin
"St. Croix County, Wisconsin",88732,39287,39287,0.44,St. Croix County,Wisconsin
"Sauk County, Wisconsin",63922,30990,30990,0.48,Sauk County,Wisconsin
"Sawyer County, Wisconsin",16399,31772,31772,1.94,Sawyer County,Wisconsin
"Shawano County, Wisconsin",40904,29338,29338,0.72,Shawano County,Wisconsin
"Sheboygan County, Wisconsin",115178,31510,31510,0.27,Sheboygan County,Wisconsin
"Taylor County, Wisconsin",20325,27506,27506,1.35,Taylor County,Wisconsin
"Trempealeau County, Wisconsin",29499,28902,28902,0.98,Trempealeau County,Wisconsin
"Vernon County, Wisconsin",30633,26198,26198,0.86,Vernon County,Wisconsin
"Vilas County, Wisconsin",21751,33316,33316,1.53,Vilas County,Wisconsin
"Walworth County, Wisconsin",103074,32302,32302,0.31,Walworth County,Wisconsin
"Washburn County, Wisconsin",15688,29584,29584,1.89,Washburn County,Wisconsin
"Washington County, Wisconsin",134925,39055,39055,0.29,Washington County,Wisconsin
"Waukesha County, Wisconsin",400475,46073,46073,0.12,Waukesha County,Wisconsin
"Waupaca County, Wisconsin",51245,32000,32000,0.62,Waupaca County,Wisconsin
"Waushara County, Wisconsin",24193,28580,28580,1.18,Waushara County,Wisconsin
"Winnebago County, Wisconsin",170411,32571,32571,0.19,Winnebago County,Wisconsin
"Wood County, Wisconsin",73112,31425,31425,0.43,Wood County,Wisconsin
"Albany County, Wyoming",38390,29146,29146,0.76,Albany County,Wyoming
"Big Horn County, Wyoming",11882,24693,24693,2.08,Big Horn County,Wyoming
"Campbell County, Wyoming",47409,34776,34776,0.73,Campbell County,Wyoming
"Carbon County, Wyoming",15247,29552,29552,1.94,Carbon County,Wyoming
"Converse County, Wyoming",13921,33693,33693,2.42,Converse County,Wyoming
"Crook County, Wyoming",7472,29532,29532,3.95,Crook County,Wyoming
"Fremont County, Wyoming",39812,28324,28324,0.71,Fremont County,Wyoming
"Goshen County, Wyoming",13342,28554,28554,2.14,Goshen County,Wyoming
"Hot Springs County, Wyoming",4607,30643,30643,6.65,Hot Springs County,Wyoming
"Johnson County, Wyoming",8487,36084,36084,4.25,Johnson County,Wyoming
"Laramie County, Wyoming",98320,35190,35190,0.36,Laramie County,Wyoming
"Lincoln County, Wyoming",19274,29747,29747,1.54,Lincoln County,Wyoming
"Natrona County, Wyoming",80333,33797,33797,0.42,Natrona County,Wyoming
"Niobrara County, Wyoming",2422,22958,22958,9.48,Niobrara County,Wyoming
"Park County, Wyoming",29148,35147,35147,1.21,Park County,Wyoming
"Platte County, Wyoming",8582,35312,35312,4.11,Platte County,Wyoming
"Sheridan County, Wyoming",30140,35254,35254,1.17,Sheridan County,Wyoming
"Sublette County, Wyoming",9880,35874,35874,3.63,Sublette County,Wyoming
"Sweetwater County, Wyoming",43521,32603,32603,0.75,Sweetwater County,Wyoming
"Teton County, Wyoming",23280,54051,54051,2.32,Teton County,Wyoming
"Uinta County, Wyoming",20479,28159,28159,1.38,Uinta County,Wyoming
"Washakie County, Wyoming",8027,28101,28101,3.5,Washakie County,Wyoming
"Weston County, Wyoming",7049,28531,28531,4.05,Weston County,Wyoming
"Adjuntas Municipio, Puerto Rico",17891,7595,7595,0.42,Adjuntas Municipio,Puerto Rico
"Aguada Municipio, Puerto Rico",37954,9692,9692,0.26,Aguada Municipio,Puerto Rico
"Aguadilla Municipio, Puerto Rico",52803,11298,11298,0.21,Aguadilla Municipio,Puerto Rico
"Aguas Buenas Municipio, Puerto Rico",25748,11097,11097,0.43,Aguas Buenas Municipio,Puerto Rico
"Aibonito Municipio, Puerto Rico",22988,11363,11363,0.49,Aibonito Municipio,Puerto Rico
"Añasco Municipio, Puerto Rico",26934,10603,10603,0.39,Añasco Municipio,Puerto Rico
"Arecibo Municipio, Puerto Rico",85390,10596,10596,0.12,Arecibo Municipio,Puerto Rico
"Arroyo Municipio, Puerto Rico",17805,8611,8611,0.48,Arroyo Municipio,Puerto Rico
"Barceloneta Municipio, Puerto Rico",24079,9847,9847,0.41,Barceloneta Municipio,Puerto Rico
"Barranquitas Municipio, Puerto Rico",28393,8537,8537,0.3,Barranquitas Municipio,Puerto Rico
"Bayamón Municipio, Puerto Rico",178192,14782,14782,0.08,Bayamón Municipio,Puerto Rico
"Cabo Rojo Municipio, Puerto Rico",48487,9903,9903,0.2,Cabo Rojo Municipio,Puerto Rico
"Caguas Municipio, Puerto Rico",128937,15244,15244,0.12,Caguas Municipio,Puerto Rico
"Camuy Municipio, Puerto Rico",31598,10709,10709,0.34,Camuy Municipio,Puerto Rico
"Canóvanas Municipio, Puerto Rico",45588,12924,12924,0.28,Canóvanas Municipio,Puerto Rico
"Carolina Municipio, Puerto Rico",153779,16846,16846,0.11,Carolina Municipio,Puerto Rico
"Cataño Municipio, Puerto Rico",24271,12796,12796,0.53,Cataño Municipio,Puerto Rico
"Cayey Municipio, Puerto Rico",43785,12819,12819,0.29,Cayey Municipio,Puerto Rico
"Ceiba Municipio, Puerto Rico",11515,11204,11204,0.97,Ceiba Municipio,Puerto Rico
"Ciales Municipio, Puerto Rico",16513,9106,9106,0.55,Ciales Municipio,Puerto Rico
"Cidra Municipio, Puerto Rico",39607,10980,10980,0.28,Cidra Municipio,Puerto Rico
"Coamo Municipio, Puerto Rico",38906,11063,11063,0.28,Coamo Municipio,Puerto Rico
"Comerío Municipio, Puerto Rico",19224,7352,7352,0.38,Comerío Municipio,Puerto Rico
"Corozal Municipio, Puerto Rico",33500,8124,8124,0.24,Corozal Municipio,Puerto Rico
"Culebra Municipio, Puerto Rico",1311,15027,15027,11.46,Culebra Municipio,Puerto Rico
"Dorado Municipio, Puerto Rico",36803,16876,16876,0.46,Dorado Municipio,Puerto Rico
"Fajardo Municipio, Puerto Rico",31111,12846,12846,0.41,Fajardo Municipio,Puerto Rico
"Florida Municipio, Puerto Rico",11697,9250,9250,0.79,Florida Municipio,Puerto Rico
"Guánica Municipio, Puerto Rico",16293,7293,7293,0.45,Guánica Municipio,Puerto Rico
"Guayama Municipio, Puerto Rico",40889,10387,10387,0.25,Guayama Municipio,Puerto Rico
"Guayanilla Municipio, Puerto Rico",18514,9136,9136,0.49,Guayanilla Municipio,Puerto Rico
"Guaynabo Municipio, Puerto Rico",86937,24887,24887,0.29,Guaynabo Municipio,Puerto Rico
"Gurabo Municipio, Puerto Rico",46910,18518,18518,0.39,Gurabo Municipio,Puerto Rico
"Hatillo Municipio, Puerto Rico",39950,11144,11144,0.28,Hatillo Municipio,Puerto Rico
"Hormigueros Municipio, Puerto Rico",15943,12479,12479,0.78,Hormigueros Municipio,Puerto Rico
"Humacao Municipio, Puerto Rico",52507,13043,13043,0.25,Humacao Municipio,Puerto Rico
"Isabela Municipio, Puerto Rico",41707,9002,9002,0.22,Isabela Municipio,Puerto Rico
"Jayuya Municipio, Puerto Rico",14539,7308,7308,0.5,Jayuya Municipio,Puerto Rico
"Juana Díaz Municipio, Puerto Rico",46152,10550,10550,0.23,Juana Díaz Municipio,Puerto Rico
"Juncos Municipio, Puerto Rico",38780,10222,10222,0.26,Juncos Municipio,Puerto Rico
"Lajas Municipio, Puerto Rico",22835,7432,7432,0.33,Lajas Municipio,Puerto Rico
"Lares Municipio, Puerto Rico",25696,9091,9091,0.35,Lares Municipio,Puerto Rico
"Las Marías Municipio, Puerto Rico",8370,7585,7585,0.91,Las Marías Municipio,Puerto Rico
"Las Piedras Municipio, Puerto Rico",37499,11475,11475,0.31,Las Piedras Municipio,Puerto Rico
"Loíza Municipio, Puerto Rico",25778,9335,9335,0.36,Loíza Municipio,Puerto Rico
"Luquillo Municipio, Puerto Rico",18224,11123,11123,0.61,Luquillo Municipio,Puerto Rico
"Manatí Municipio, Puerto Rico",38836,11084,11084,0.29,Manatí Municipio,Puerto Rico
"Maricao Municipio, Puerto Rico",6075,6118,6118,1.01,Maricao Municipio,Puerto Rico
"Maunabo Municipio, Puerto Rico",10776,9319,9319,0.86,Maunabo Municipio,Puerto Rico
"Mayagüez Municipio, Puerto Rico",75232,10994,10994,0.15,Mayagüez Municipio,Puerto Rico
"Moca Municipio, Puerto Rico",36161,10342,10342,0.29,Moca Municipio,Puerto Rico
"Morovis Municipio, Puerto Rico",30962,9728,9728,0.31,Morovis Municipio,Puerto Rico
"Naguabo Municipio, Puerto Rico",26075,9283,9283,0.36,Naguabo Municipio,Puerto Rico
"Naranjito Municipio, Puerto Rico",28112,9120,9120,0.32,Naranjito Municipio,Puerto Rico
"Orocovis Municipio, Puerto Rico",20982,8299,8299,0.4,Orocovis Municipio,Puerto Rico
"Patillas Municipio, Puerto Rico",16929,9636,9636,0.57,Patillas Municipio,Puerto Rico
"Peñuelas Municipio, Puerto Rico",20383,9480,9480,0.47,Peñuelas Municipio,Puerto Rico
"Ponce Municipio, Puerto Rico",139671,11393,11393,0.08,Ponce Municipio,Puerto Rico
"Quebradillas Municipio, Puerto Rico",23629,10451,10451,0.44,Quebradillas Municipio,Puerto Rico
"Rincón Municipio, Puerto Rico",14056,12507,12507,0.89,Rincón Municipio,Puerto Rico
"Río Grande Municipio, Puerto Rico",49613,11341,11341,0.23,Río Grande Municipio,Puerto Rico
"Sabana Grande Municipio, Puerto Rico",22560,9810,9810,0.43,Sabana Grande Municipio,Puerto Rico
"Salinas Municipio, Puerto Rico",28109,9557,9557,0.34,Salinas Municipio,Puerto Rico
"San Germán Municipio, Puerto Rico",31442,10535,10535,0.34,San Germán Municipio,Puerto Rico
"San Juan Municipio, Puerto Rico",335468,19361,19361,0.06,San Juan Municipio,Puerto Rico
"San Lorenzo Municipio, Puerto Rico",37209,11307,11307,0.3,San Lorenzo Municipio,Puerto Rico
"San Sebastián Municipio, Puerto Rico",37120,9498,9498,0.26,San Sebastián Municipio,Puerto Rico
"Santa Isabel Municipio, Puerto Rico",21757,11596,11596,0.53,Santa Isabel Municipio,Puerto Rico
"Toa Alta Municipio, Puerto Rico",72864,14661,14661,0.2,Toa Alta Municipio,Puerto Rico
"Toa Baja Municipio, Puerto Rico",77810,13106,13106,0.17,Toa Baja Municipio,Puerto Rico
